reference_no,reference_text_joined,source_lines_as_printed,project_text_before_last_location_suffix,last_location_suffix_as_printed,location_split_method,reference_scope,source_pdf_page,source_printed_page,source_column,catalog_text_color,verification_status,verification_note
638,KOZYATAĞI KONUTLARI / İSTANBUL,KOZYATAĞI KONUTLARI / İSTANBUL,KOZYATAĞI KONUTLARI,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
639,KÖSTER YAPI KİMYASALLARI A.Ş / KOCAELİ,KÖSTER YAPI KİMYASALLARI A.Ş / KOCAELİ,KÖSTER YAPI KİMYASALLARI A.Ş,KOCAELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
640,KRİSTALŞEHİR EVLERİ / İSTANBUL,KRİSTALŞEHİR EVLERİ / İSTANBUL,KRİSTALŞEHİR EVLERİ,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
641,KULELİ ASKERİ LİSESİ / İSTANBUL,KULELİ ASKERİ LİSESİ / İSTANBUL,KULELİ ASKERİ LİSESİ,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
642,KULU ATIKSU ARITMA TESİSİ / KONYA,KULU ATIKSU ARITMA TESİSİ / KONYA,KULU ATIKSU ARITMA TESİSİ,KONYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
643,KURUKAHVECİ MEHMET EFENDİ FABRİKASI / İSTANBUL,KURUKAHVECİ MEHMET EFENDİ FABRİKASI / İSTANBUL,KURUKAHVECİ MEHMET EFENDİ FABRİKASI,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
644,KUŞADASI EFES KONGRE VE FUAR MERKEZİ / AYDIN,KUŞADASI EFES KONGRE VE FUAR MERKEZİ / AYDIN,KUŞADASI EFES KONGRE VE FUAR MERKEZİ,AYDIN,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
645,KUYUCAK RES / MANİSA,KUYUCAK RES / MANİSA,KUYUCAK RES,MANİSA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
646,KUYUMCUKENT / İSTANBUL,KUYUMCUKENT / İSTANBUL,KUYUMCUKENT,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
647,KUZEY MARMARA OTOYOLU,KUZEY MARMARA OTOYOLU,KUZEY MARMARA OTOYOLU,,no slash suffix,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
648,KÜTAHYA E TİPİ CEZAEVİ,KÜTAHYA E TİPİ CEZAEVİ,KÜTAHYA E TİPİ CEZAEVİ,,no slash suffix,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
649,LA LORRAINE FABRİKASI / İZMİR,LA LORRAINE FABRİKASI / İZMİR,LA LORRAINE FABRİKASI,İZMİR,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
650,LANSINOH KREM FABRİKASI / İZMİR,LANSINOH KREM FABRİKASI / İZMİR,LANSINOH KREM FABRİKASI,İZMİR,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,left,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
651,LAPINO HOSPITAL MOSKOVA / RUSYA,LAPINO HOSPITAL MOSKOVA / RUSYA,LAPINO HOSPITAL MOSKOVA,RUSYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
652,LEOGRAND HOTEL RENOVASYON / MOLDOVA,LEOGRAND HOTEL RENOVASYON / MOLDOVA,LEOGRAND HOTEL RENOVASYON,MOLDOVA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
653,LISCO RIHTIM MISURATA / LİBYA,LISCO RIHTIM MISURATA / LİBYA,LISCO RIHTIM MISURATA,LİBYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
654,LİBYA BÜYÜKELÇİLİK BİNASI / ANKARA,LİBYA BÜYÜKELÇİLİK BİNASI / ANKARA,LİBYA BÜYÜKELÇİLİK BİNASI,ANKARA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
655,LİLA KAĞIT OFİS / İSTANBUL,LİLA KAĞIT OFİS / İSTANBUL,LİLA KAĞIT OFİS,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
656,LİMAK ARCADIA HOTEL & RESORT BELEK / ANTALYA,LİMAK ARCADIA HOTEL & RESORT BELEK / ANTALYA,LİMAK ARCADIA HOTEL & RESORT BELEK,ANTALYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
657,LİMAK ÇİMENTO FABRİKASI / KIRKLARELİ,LİMAK ÇİMENTO FABRİKASI / KIRKLARELİ,LİMAK ÇİMENTO FABRİKASI,KIRKLARELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
658,LİMAŞ LİMAN A.Ş. / KOCAELİ,LİMAŞ LİMAN A.Ş. / KOCAELİ,LİMAŞ LİMAN A.Ş.,KOCAELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
659,LİMGAZ JES / AYDIN,LİMGAZ JES / AYDIN,LİMGAZ JES,AYDIN,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
660,LİNEADEKOR FABRİKA VE GENEL MÜD. BİNASI GEBZE / KOCAELİ,LİNEADEKOR FABRİKA VE GENEL MÜD. BİNASI GEBZE / KOCAELİ,LİNEADEKOR FABRİKA VE GENEL MÜD. BİNASI GEBZE,KOCAELİ,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
661,LİTPA AYDINLATMA / SAKARYA,LİTPA AYDINLATMA / SAKARYA,LİTPA AYDINLATMA,SAKARYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
662,LOKUM EVLER / İSTANBUL,LOKUM EVLER / İSTANBUL,LOKUM EVLER,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
663,LOTTE HOTEL / RUSYA,LOTTE HOTEL / RUSYA,LOTTE HOTEL,RUSYA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
664,LOTUS RESORT HOTEL / BURSA,LOTUS RESORT HOTEL / BURSA,LOTUS RESORT HOTEL,BURSA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
665,MACARİSTAN BÜYÜKELÇİLİK BİNASI / ANKARA,MACARİSTAN BÜYÜKELÇİLİK BİNASI / ANKARA,MACARİSTAN BÜYÜKELÇİLİK BİNASI,ANKARA,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
666,MAHTUMKULU KONFEKSİYON FAB. / TÜRKMENİSTAN,MAHTUMKULU KONFEKSİYON FAB. / TÜRKMENİSTAN,MAHTUMKULU KONFEKSİYON FAB.,TÜRKMENİSTAN,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
667,MAİ RESIDENCE KARTAL / İSTANBUL,MAİ RESIDENCE KARTAL / İSTANBUL,MAİ RESIDENCE KARTAL,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
668,MAKYOL ESENYURT EVLERİ / İSTANBUL,MAKYOL ESENYURT EVLERİ / İSTANBUL,MAKYOL ESENYURT EVLERİ,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
669,MAKYOL YAŞAM BEYLİKDÜZÜ / İSTANBUL,MAKYOL YAŞAM BEYLİKDÜZÜ / İSTANBUL,MAKYOL YAŞAM BEYLİKDÜZÜ,İSTANBUL,last slash suffix only; not externally verified,domestic_and_regional_project_references,139,137,right,black,catalogue_extracted_not_currently_verified,"Catalogue wording retained. Line wraps were reconstructed from the PDF layout; names, locations, project status and customer relationships were not externally verified."
